step,phase,tokens,kv_len,start_ns,end_ns,latency_s,flops,bytes,tokens_per_second,ai_flops_per_byte,achieved_tflops,achieved_gbs,drain_like,gpu_samples,gpu_quality,gpu_power_w_avg,gpu_power_w_std,gpu_power_w_peak,gpu_util_pct_avg,gpu_util_pct_std,gpu_util_pct_peak,gpu_energy_j,gpu_power_w_dyn,gpu_energy_dyn_j
0,prefill,1280,80,7033278070900445,7033278166362126,0.095428497,17910718267392,15177089024,13413.184114175036,1180.1155174796186,187.6873138575367,159.0414760907321,False,9,sampled,272.21566666666666,103.76901217126432,455.247,0.0,0.0,0.0,25.977131929853,209.00966666666665,19.945478348471
1,decode,16,80,7033278166400457,7033278180120055,0.013719598,240828547072,15179186176,1166.214928454901,15.86570875932578,17.553615424591886,1106.3870950154662,False,1,single_sample,455.247,,455.247,0.0,,0.0,6.245805830706,392.041,5.378644919518
2,decode,16,81,7033278180149792,7033278194496434,0.014346642,240836935680,15181283328,1115.2435531603842,15.864069622876087,16.786989992501383,1058.1767725158263,False,2,sampled,455.247,0.0,455.247,0.0,0.0,0.0,6.531265730574,392.041,5.624471876322
3,decode,16,82,7033278194522941,7033278208187889,0.013664948,240845324288,15183380480,1170.878952484854,15.862430939226519,17.625045063325523,1111.1187894750863,False,1,single_sample,455.247,,455.247,0.0,,0.0,6.220926582156,392.041,5.357219878867999
4,decode,16,83,7033278208213408,7033278221859608,0.0136462,240853712896,15185477632,1172.4875789597104,15.860792708189477,17.64987416980551,1112.7989940056573,False,1,single_sample,455.247,,455.247,0.0,,0.0,6.2123916114,392.041,5.3498698942
5,decode,16,84,7033278221885224,7033278237624186,0.015738962,240862101504,15187574784,1016.5854647847807,15.859154929577464,15.30355696290518,964.966735671641,False,2,sampled,455.247,0.0,455.247,0.0,0.0,0.0,7.165115233613999,392.041,6.170318401442
6,decode,16,85,7033278237649869,7033278251705348,0.014055479,240870490112,15189671936,1138.3461211104936,15.857517603203092,17.13712425681117,1080.6940080804077,False,1,single_sample,455.247,,455.247,0.0,,0.0,6.398714648313,392.041,5.510324042639
7,decode,16,86,7033278251730552,7033278265530795,0.013800243,240878878720,15191769088,1159.3998743355462,15.855880728879072,17.454683857378452,1100.8334482226146,False,2,sampled,279.626,0.0,279.626,56.0,0.0,56.0,3.858906749118,216.41999999999996,2.9866485900599993
8,decode,16,87,7033278265556013,7033278279338845,0.013782832,240887267328,15193866240,1160.8644725554225,15.85424430641822,17.477341908252235,1102.3762199234527,False,1,single_sample,279.626,,279.626,56.0,,56.0,3.8540381808319997,216.41999999999996,2.9828805014399995
9,decode,16,88,7033278279364048,7033278293155382,0.013791334,240895655936,15195963392,1160.148829692617,15.852608335633454,17.46717583201161,1101.8486965800407,False,1,single_sample,279.626,,279.626,56.0,,56.0,3.856415561084,216.41999999999996,2.9847205042799994
10,decode,16,89,7033278293180660,7033278307011691,0.013831031,240904044544,15198060544,1156.8190397375292,15.850972816337794,17.417649092392317,1098.837862773932,False,2,sampled,279.626,0.0,279.626,56.0,0.0,56.0,3.8675158744059996,216.41999999999996,2.9933117290199998
11,decode,16,90,7033278307037462,7033278320779250,0.013741788,240912433152,15200157696,1164.3317448937505,15.849337748344372,17.531374603654196,1106.1266333027404,False,1,single_sample,279.626,,279.626,56.0,,56.0,3.8425612112879994,216.41999999999996,2.9739977589599995
12,decode,16,91,7033278320804752,7033278334582600,0.013777848,240920821760,15202254848,1161.2844037762645,15.847703131466409,17.486099553428083,1103.3838410759067,False,2,sampled,279.626,0.0,279.626,56.0,0.0,56.0,3.852644524848,216.41999999999996,2.9818018641599995
13,decode,16,92,7033278334607468,7033278348409773,0.013802305,240929210368,15204352000,1159.2266654011776,15.846068965517242,17.455722820789713,1101.5806417841077,False,1,single_sample,273.867,,273.867,56.0,,56.0,3.7799958634350004,210.661,2.9076073736050003
14,decode,16,93,7033278348434617,7033278362234522,0.013799905,240937598976,15206449152,1159.4282714265062,15.844435250310301,17.45936649389978,1101.9241909274015,False,1,single_sample,273.867,,273.867,56.0,,56.0,3.7793385826350003,210.661,2.907101787205
15,decode,16,94,7033278362259218,7033278375969836,0.013710618,240945987584,15208546304,1166.978760548941,15.84280198565913,17.57367812187605,1109.2531572245687,False,2,sampled,273.867,0.0,273.867,56.0,0.0,56.0,3.7548858198060007,210.661,2.888292498498
16,decode,16,95,7033278375994905,7033278390099831,0.014104926,240954376192,15210643456,1134.3554726908883,15.841169171377361,17.082994706388394,1078.3922904664653,False,1,single_sample,273.867,,273.867,56.0,,56.0,3.8628737688420003,210.661,2.971357816086
17,decode,16,96,7033278390124572,7033278403871720,0.013747148,240962764800,15212740608,1163.8777730479078,15.839536807278742,17.528200380180675,1106.6106662996572,False,1,single_sample,273.867,,273.867,56.0,,56.0,3.7648901813160003,210.661,2.895987944828
18,decode,16,97,7033278403895997,7033278417744887,0.01384889,240971153408,15214837760,1155.3272500539754,15.83790489317712,17.400033750574956,1098.6322918298868,False,2,sampled,273.867,0.0,273.867,56.0,0.0,56.0,3.7927539576300004,210.661,2.91742101629
